18823,-23.955
19055,-24.155
19296,-24.155
19534,-24.155
19773,-24.155
20015,-24.155
20255,-24.155
20494,-24.155
20736,-24.155
20979,-24.155
21213,-24.155
21456,-24.155
21696,-24.155
21938,-24.155
22172,-24.155
22416,-24.155
22656,-24.155
22902,-24.115
23135,-24.155
23375,-24.155
23616,-24.155
23856,-24.115
24109,-24.155
24335,-24.155
24585,-24.155
24819,-24.115
25059,-24.155
25293,-24.155
25532,-24.155
25777,-24.155
26017,-24.155
26257,-24.155
26496,-24.155
26734,-24.155
26974,-24.155
27216,-24.155
27458,-24.155
27696,-24.155
27936,-24.155
28176,-24.155
28419,-24.155
28662,-24.155
28899,-24.155
29138,-24.155
29378,-24.115
29617,-24.155
29858,-24.115
30099,-24.155
30337,-24.115
30577,-24.155
30819,-24.155
31057,-24.155
31297,-24.155
31537,-24.155
31777,-24.155
32018,-24.155
32258,-24.155
32501,-24.155
32737,-24.155
32977,-24.155
33224,-24.115
33459,-24.155
33698,-24.155
33939,-24.155
34178,-24.155
34419,-24.155
34659,-24.155
34899,-24.115
35138,-24.155
35380,-24.155
35619,-24.155
35858,-24.115
36098,-24.155
36339,-24.115
36581,-24.155
36819,-24.155
37059,-24.155
37299,-24.155
37539,-24.155
2638,-24.155
2654,-24.155
2670,-24.155
2688,-24.155
2704,-24.155
2721,-24.155
2736,-24.155
2749,-24.155
2762,-24.155
2775,-24.155
2788,-24.155
2799,-24.155
2811,-24.155
2824,-24.155
2844,-24.155
6347,-24.115
15212,-23.955
15451,-24.155
15687,-24.155
15926,-24.155
16176,-24.155
16407,-24.195
16647,-24.155
16887,-24.155
17127,-24.155
17367,-24.155
17607,-24.155
17846,-24.155
18086,-24.155
18327,-24.195
18568,-24.155
18807,-24.155
19046,-24.195
19288,-24.155
19528,-24.155
19769,-24.155
20007,-24.155
20246,-24.155
20488,-24.155
20728,-24.155
20969,-24.155
21207,-24.195
21447,-24.155
21688,-24.195
21932,-24.155
22168,-24.155
22408,-24.155
22646,-24.155
22887,-24.155
23129,-24.155
23370,-24.155
23609,-24.155
23849,-24.195
24089,-24.195
24329,-24.155
24570,-24.155
24810,-24.155
25047,-24.195
25290,-24.155
25527,-24.155
25770,-24.155
26009,-24.155
26248,-24.155
26488,-24.155
26728,-24.155
26969,-24.155
27209,-24.155
27450,-24.155
27697,-24.155
27930,-24.155
28170,-24.155
28410,-24.155
28649,-24.155
28891,-24.195
29132,-24.155
29368,-24.155
29611,-24.155
29848,-24.155
30088,-24.155
30330,-24.155
30567,-24.155
30811,-24.155
31053,-24.195
31290,-24.155
31530,-24.155
31769,-24.195
32009,-24.195
32250,-24.155
32489,-24.155
32732,-24.155
32969,-24.155
33210,-24.155
33461,-24.155
33691,-24.155
33932,-24.155
34170,-24.195
34410,-24.155
34650,-24.155
34892,-24.155
35132,-24.195
35370,-24.155
35613,-24.155
35854,-24.155
36092,-24.155
36333,-24.195
36574,-24.155
36815,-24.155
37053,-24.155
37294,-24.155
37536,-24.155
37772,-24.155
38013,-24.195
38255,-24.155
38493,-24.155
38733,-24.155
38972,-24.155
39214,-24.155
39451,-24.195
39694,-24.155
39932,-24.155
40172,-24.155
40415,-24.155
40656,-24.155
40893,-24.155
41134,-24.155
41374,-24.155
41612,-24.195
41855,-24.195
42095,-24.155
42333,-24.195
42575,-24.155
42812,-24.155
43054,-24.155
43295,-24.155
43535,-24.155
43775,-24.155
44017,-24.195
44255,-24.155
44501,-24.155
44736,-24.195
44976,-24.155
45218,-24.155
45463,-24.155
45699,-24.195
45936,-24.155
46175,-24.155
46417,-24.155
46653,-24.155
46897,-24.155
47137,-24.155
47376,-24.155
47615,-24.155
47857,-24.155
48097,-24.155
48335,-24.155
48575,-24.155
48817,-24.195
49057,-24.155
49295,-24.195
49537,-24.155
49774,-24.155
50018,-24.155
50257,-24.155
50502,-24.155
50737,-24.195
50977,-24.155
51218,-24.155
51456,-24.155
51696,-24.195
51938,-24.155
52176,-24.155
52417,-24.155
52657,-24.155
52899,-24.195
53139,-24.195
53377,-24.155
53619,-24.155
53859,-24.155
54099,-24.155
54340,-24.155
54578,-24.155
54820,-24.155
55060,-24.155
55298,-24.195
55538,-24.155
55779,-24.155
56019,-24.155
56262,-24.155
56500,-24.155
56739,-24.195
56980,-24.155
57219,-24.155
57460,-24.155
57699,-24.155
57940,-24.155
58180,-24.155
58420,-24.155
58661,-24.155
58906,-24.195
59141,-24.155
59381,-24.195
59620,-24.155
59861,-24.195
60101,-24.155
60342,-24.155
60591,-24.155
60820,-24.155
61062,-24.155
61301,-24.155
61540,-24.155
61782,-24.195
62020,-24.155
62261,-24.155
62501,-24.155
62743,-24.195
62981,-24.155
63221,-24.195
63462,-24.155
63704,-24.155
63944,-24.155
64183,-24.155
64422,-24.155
64662,-24.155
64903,-24.155
65143,-24.155
65384,-24.195
65624,-24.195
65862,-24.155
66104,-24.155
66343,-24.155
66585,-24.155
66823,-24.155
67064,-24.155
67309,-24.155
67544,-24.155
67783,-24.155
68024,-24.155
68264,-24.155
68551,-24.155
68756,-24.155
69006,-24.155
69225,-24.155
69463,-24.195
69707,-24.155
69945,-24.195
70185,-24.155
70423,-24.155
70664,-24.155
70906,-24.195
71145,-24.155
71385,-24.195
71625,-24.155
71864,-24.155
72104,-24.155
72346,-24.155
72586,-24.155
72826,-24.195
73066,-24.155
73305,-24.155
73546,-24.155
73787,-24.155
74026,-24.155
74266,-24.155
74506,-24.155
74747,-24.155
74986,-24.195
75227,-24.155
75467,-24.155
75707,-24.155
75947,-24.155
76186,-24.195
76429,-24.155
76668,-24.155
76907,-24.155
77147,-24.155
77387,-24.155
77628,-24.155
77866,-24.155
78107,-24.155
78347,-24.195
78587,-24.155
78827,-24.155
79068,-24.155
79308,-24.155
79550,-24.155
79789,-24.195
80027,-24.195
80268,-24.155
80508,-24.155
80748,-24.155
80988,-24.195
81229,-24.155
81468,-24.155
81707,-24.155
81948,-24.155
82188,-24.155
82428,-24.195
82670,-24.195
82908,-24.155
83148,-24.155
83389,-24.155
83629,-24.155
83868,-24.155
84110,-24.155
84349,-24.155
84589,-24.155
84830,-24.155
85068,-24.155
85310,-24.155
85549,-24.195
85789,-24.155
86029,-24.155
86270,-24.155
86511,-24.155
86751,-24.195
86992,-24.155
87231,-24.155
87471,-24.155
87710,-24.155
87950,-24.195
88192,-24.155
88432,-24.155
88671,-24.155
88911,-24.155
89151,-24.155
89390,-24.155
89631,-24.155
89870,-24.155
90111,-24.195
90357,-24.155
90590,-24.155
90831,-24.155
91070,-24.155
91312,-24.155
91551,-24.195
91793,-24.155
92032,-24.155
92273,-24.155
92512,-24.155
92753,-24.195
92992,-24.155
93232,-24.155
93473,-24.195
93712,-24.195
93961,-24.155
94191,-24.155
94432,-24.155
94673,-24.155
94914,-24.155
95153,-24.195
95394,-24.155
95634,-24.155
95874,-24.155
96113,-24.195
96353,-24.155
96593,-24.155
96832,-24.155
97074,-24.155
97316,-24.155
3816,-24.195
3830,-24.155
3846,-24.155
3861,-24.155
3877,-24.155
3894,-24.195
3909,-24.195
3923,-24.155
3936,-24.195
3948,-24.155
3959,-24.155
3971,-24.155
3983,-24.155
3993,-24.155
4004,-24.155
4018,-24.155
4025,-24.195
4247,-24.155
4488,-24.155
4728,-24.155
4967,-24.155
5206,-24.155
5448,-24.155
5688,-24.155
5928,-24.155
6169,-24.195
9122,-23.955
9358,-24.155
9597,-24.155
9836,-24.115
10077,-24.155
10317,-24.155
10557,-24.155
10796,-24.155
11036,-24.155
11276,-24.155
11517,-24.155
11756,-24.155
11996,-24.155
